id,title,description,link,image_link,availability,price,sale_price,sale_price_effective_date,google_product_category,product_type,brand,gtin,mpn,condition,age_group,color,gender,material,pattern,size,item_group_id,promotion_id,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,shipping,shipping_label,shipping_weight,shipping_length,shipping_width,shipping_height,is_bundle,multipack,minimum_price
15416,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4919,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/607_source_1612748028.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4919,new,,Heather Grey,,,,L,14642,,,,,,,US::Standard:0.00 USD,,5 oz,7.95 in,7.95 in,0.9 in,No,, USD
15417,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4920,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/608_source_1612748028.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4920,new,,Heather Grey,,,,XL,14642,,,,,,,US::Standard:0.00 USD,,5.3 oz,7.9 in,7.9 in,0.9 in,No,, USD
15418,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4921,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/609_source_1612748029.jpg,in stock,26.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4921,new,,Heather Grey,,,,2XL,14642,,,,,,,US::Standard:0.00 USD,,5.9 oz,7.9 in,7.9 in,0.9 in,No,, USD
15419,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_6322,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/610_source_1612748029.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_6322,new,,Heather Green,,,,S,14642,,,,,,,US::Standard:0.00 USD,,3.9 oz,7.15 in,7.15 in,0.6 in,No,, USD
15420,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_6321,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/611_source_1612748030.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_6321,new,,Heather Green,,,,M,14642,,,,,,,US::Standard:0.00 USD,,4 oz,7.35 in,7.35 in,0.9 in,No,, USD
15421,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_6320,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/612_source_1612748030.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_6320,new,,Heather Green,,,,L,14642,,,,,,,US::Standard:0.00 USD,,5 oz,7.95 in,7.95 in,0.9 in,No,, USD
15422,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_6323,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/613_source_1612748031.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_6323,new,,Heather Green,,,,XL,14642,,,,,,,US::Standard:0.00 USD,,5.3 oz,7.9 in,7.9 in,0.9 in,No,, USD
15423,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_6319,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/614_source_1612748031.jpg,in stock,26.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_6319,new,,Heather Green,,,,2XL,14642,,,,,,,US::Standard:0.00 USD,,5.9 oz,7.9 in,7.9 in,0.9 in,No,, USD
15424,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4912,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/615_source_1612748031.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4912,new,,Charity Pink,,,,S,14642,,,,,,,US::Standard:0.00 USD,,3.9 oz,7.15 in,7.15 in,0.6 in,No,, USD
15425,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4913,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/616_source_1612748032.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4913,new,,Charity Pink,,,,M,14642,,,,,,,US::Standard:0.00 USD,,4 oz,7.35 in,7.35 in,0.9 in,No,, USD
15426,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4914,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/617_source_1612748032.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4914,new,,Charity Pink,,,,L,14642,,,,,,,US::Standard:0.00 USD,,5 oz,7.95 in,7.95 in,0.9 in,No,, USD
15427,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4915,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/618_source_1612748033.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4915,new,,Charity Pink,,,,XL,14642,,,,,,,US::Standard:0.00 USD,,5.3 oz,7.9 in,7.9 in,0.9 in,No,, USD
15428,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4916,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/619_source_1612748033.jpg,in stock,26.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4916,new,,Charity Pink,,,,2XL,14642,,,,,,,US::Standard:0.00 USD,,5.9 oz,7.9 in,7.9 in,0.9 in,No,, USD
15429,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4962,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/620_source_1612748034.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4962,new,,Spring Yellow,,,,S,14642,,,,,,,US::Standard:0.00 USD,,3.9 oz,7.15 in,7.15 in,0.6 in,No,, USD
15430,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4963,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/621_source_1612748034.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4963,new,,Spring Yellow,,,,M,14642,,,,,,,US::Standard:0.00 USD,,4 oz,7.35 in,7.35 in,0.9 in,No,, USD
15431,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4964,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/622_source_1612748035.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4964,new,,Spring Yellow,,,,L,14642,,,,,,,US::Standard:0.00 USD,,5 oz,7.95 in,7.95 in,0.9 in,No,, USD
15432,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4965,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/623_source_1612748035.jpg,in stock,24.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4965,new,,Spring Yellow,,,,XL,14642,,,,,,,US::Standard:0.00 USD,,5.3 oz,7.9 in,7.9 in,0.9 in,No,, USD
15433,UF Arkansas Original Women's short sleeve t-shirt,"Your typical 100% cotton t-shirt (except for heather colors, which contain 10% polyester). Pre-shrunk to make sure your size is maintained throughout several washes, and a classic fit. 100% jersey knit Pre-shrunk Seamless, double-need  collar Taped neck and shoulders Classic fitSize guide SMLXL2XLWidth (inches)17 19 21 23 25 Height (inches)25 26272828 ",https://urbanforge.com/uf-arkansas-original-womens-short-sleeve-t-shirt/?sku=602094F3F210E_4966,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/624_source_1612748036.jpg,in stock,26.50 USD,,,,Lifestyle > Apparel,Urban Forge,,602094F3F210E_4966,new,,Spring Yellow,,,,2XL,14642,,,,,,,US::Standard:0.00 USD,,5.9 oz,7.9 in,7.9 in,0.9 in,No,, USD
15435,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_4031,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/625_source_1612794348.jpg,in stock,26.04 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_4031,new,,Asphalt,,,,S,14643,,,,,,,US::Standard:0.00 USD,,4.6 oz,7.9 in,7.9 in,0.6 in,No,, USD
15436,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_4032,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/626_source_1612794348.jpg,in stock,26.04 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_4032,new,,Asphalt,,,,M,14643,,,,,,,US::Standard:0.00 USD,,5 oz,7.9 in,7.9 in,0.6 in,No,, USD
15437,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_4033,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/627_source_1612794349.jpg,in stock,26.04 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_4033,new,,Asphalt,,,,L,14643,,,,,,,US::Standard:0.00 USD,,5.8 oz,7.9 in,7.9 in,0.6 in,No,, USD
15438,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_4034,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/628_source_1612794349.jpg,in stock,26.04 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_4034,new,,Asphalt,,,,XL,14643,,,,,,,US::Standard:0.00 USD,,6 oz,7.9 in,7.9 in,0.9 in,No,, USD
15439,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_4035,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/629_source_1612794350.jpg,in stock,27.94 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_4035,new,,Asphalt,,,,2XL,14643,,,,,,,US::Standard:0.00 USD,,7.1 oz,7.9 in,7.9 in,0.9 in,No,, USD
15440,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_5297,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/630_source_1612794350.jpg,in stock,29.44 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_5297,new,,Asphalt,,,,3XL,14643,,,,,,,US::Standard:0.00 USD,,7.5 oz,7.9 in,7.9 in,0.9 in,No,, USD
15441,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_5312,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/631_source_1612794351.jpg,in stock,30.94 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_5312,new,,Asphalt,,,,4XL,14643,,,,,,,US::Standard:0.00 USD,,9 oz,7.9 in,7.9 in,0.9 in,No,, USD
15442,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_8488,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/632_source_1612794351.jpg,in stock,26.04 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_8488,new,,Heather Forest,,,,S,14643,,,,,,,US::Standard:0.00 USD,,4.6 oz,7.9 in,7.9 in,0.6 in,No,, USD
15443,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_8489,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/633_source_1612794352.jpg,in stock,26.04 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_8489,new,,Heather Forest,,,,M,14643,,,,,,,US::Standard:0.00 USD,,5 oz,7.9 in,7.9 in,0.6 in,No,, USD
15444,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_8490,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/634_source_1612794352.jpg,in stock,26.04 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_8490,new,,Heather Forest,,,,L,14643,,,,,,,US::Standard:0.00 USD,,5.8 oz,7.9 in,7.9 in,0.6 in,No,, USD
15445,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_8491,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/635_source_1612794353.jpg,in stock,26.04 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_8491,new,,Heather Forest,,,,XL,14643,,,,,,,US::Standard:0.00 USD,,6 oz,7.9 in,7.9 in,0.9 in,No,, USD
15446,UF Hammer Time Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.  100% combed and ring-spun cotton (Heather colors contain polyester) Ash color is 99% combed and ring-spun cotton, 1% polyester Heather colors are 52% combed and ring-spun cotton, 48% polyester Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester Fabric weight: 4.2 oz (142 g/m2) Pre-shrunk fabric Shoulder-to-shoulder taping Side-seamedSize guide SMLXL2XL3XL4XLLength (inches)28293031323334Width (inches)18202224262830",https://urbanforge.com/uf-hammer-time-short-sleeve-unisex-t-shirt/?sku=602149EBD6CBB_8492,https://cdn11.bigcommerce.com/s-p6f4il8ut9/product_images/attribute_rule_images/636_source_1612794353.jpg,in stock,27.94 USD,,,,Lifestyle > Apparel,Urban Forge,,602149EBD6CBB_8492,new,,Heather Forest,,,,2XL,14643,,,,,,,US::Standard:0.00 USD,,7.1 oz,7.9 in,7.9 in,0.9 in,No,, USD
